asset,n_days_total,n_days_train,start,end,adf_price_p,price_stationary,adf_return_p,return_stationary,ret_mean_pct,ret_std_pct,ret_skew,ret_excess_kurtosis,acf_lag1,acf_lag2,acf_lag5,share_abs_ret_gt_2pct
Bitcoin,3147,2780,2018-01-31,2026-09-12,0.9742364991144444,False,0.0,True,0.08714560485024164,3.4177942137237918,-0.9574220358218185,15.160627299376408,-0.053479381844804476,0.04750488809239957,0.002494180703128754,39.35251798561151
Gold,2156,1904,2018-02-15,2026-09-11,1.0,False,2.134534359812093e-30,True,0.05193286978645264,0.9729348557153294,-0.25227603007221644,3.553285963298677,-0.027387248906125608,0.0026063803880196235,-0.004984567788736121,4.726890756302521
Silver,2156,1904,2018-02-15,2026-09-11,0.972362499060637,False,0.0,True,0.04684797243369448,1.9094120614539891,-0.47334888269958975,5.183580817908952,-0.020696373703846305,0.05454821220856172,-0.013239612173160456,19.905462184873947
