Asset,ARIMA_RMSE,ARIMA_R2,LSTM_RMSE,LSTM_MAE,LSTM_MAPE,LSTM_R2,Ensemble_RMSE,Ensemble_MAE,Ensemble_MAPE,Ensemble_R2,Winner,plot_path
Bitcoin,18163.572524253344,-1.9663678786476533,2488.558225215463,1777.5508417848603,2.297586666215482,0.9443175830485793,6315.194524038932,5242.1589272369165,7.22621648562621,0.6414118529957503,LSTM,/Users/mac/Desktop/crypto-forex-prediction-system/results/btc_ensemble_comparison.png
Gold,661.3546133270197,-2.501113003050772,125.43017656020093,97.13633235630402,2.0367709241891427,0.8740664572884145,257.1660376786384,203.96338836178774,4.17421981596384,0.47062359459133096,LSTM,/Users/mac/Desktop/crypto-forex-prediction-system/results/gold_ensemble_comparison.png
Silver,27.618770215372663,-3.3185644794487317,18.069854883770073,15.50003827322793,19.146294681296975,-0.8485877228594145,20.894457018885607,18.117743699575374,22.426999440835583,-1.4716838170833206,LSTM,/Users/mac/Desktop/crypto-forex-prediction-system/results/silver_ensemble_comparison.png
