config_id,p_units,p_dropout,p_learning_rate,p_batch_size,p_epochs,p_patience,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,RMSE_usd_mean,RMSE_usd_std,DirAcc_pct_mean,DirAcc_pct_std
1,32,0.4,0.001,64,40,6,0.03169578622454729,0.006971326483924581,0.02141835771975495,0.004235675762856126,-0.010265795691434487,0.005027292217237489,1433.093483971224,436.33227918155217,48.797250859106526,0.7084373927178116
0,32,0.2,0.001,64,40,6,0.03169691985793053,0.006961261614722993,0.02139057593205046,0.0042057960357780155,-0.010538370775154238,0.0053632113450663745,1433.1521700694395,434.25859596651645,48.66838487972508,0.974811487792973
