config_id,p_alpha,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,DirAcc_pct_mean,DirAcc_pct_std,RMSE_usd_mean,RMSE_usd_std
3,100.0,0.025249725411483636,0.002645634634278761,0.018074835020253234,0.0022425716417450326,-0.022211650184737808,0.01998362658835719,49.857142857142854,1.6350747346085137,2089.0581646052105,196.26313691817884
2,10.0,0.025448761976581857,0.002737273581754722,0.01820101603818834,0.002218309294865891,-0.03795072238645969,0.03135443349231375,49.14285714285715,2.3211538298959895,2107.2238610771033,204.27341170611018
1,1.0,0.02605078564091933,0.003046441753025772,0.018709732834811307,0.0024192694974010847,-0.08640791448265123,0.06058428933196982,48.714285714285715,3.1655028294514773,2155.609723251415,206.94989727496224
0,0.1,0.026840053751319787,0.003599746893642404,0.01944711670380827,0.0030184983064207274,-0.15137459767443734,0.10540040025086456,49.85714285714286,1.531972184966229,2212.4268015162097,190.03159780788218
