config_id,p_alpha,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,RMSE_usd_mean,RMSE_usd_std,DirAcc_pct_mean,DirAcc_pct_std
3,100.0,0.011123956578885392,0.0022291633508290313,0.007868576433768256,0.0012769468150087833,-0.0031365466069925296,0.002722823012468333,28.39702522626648,16.760468673534174,54.755273609251915,1.9781803013569301
2,10.0,0.011136044506148022,0.0022178822632949553,0.007880116553279588,0.0012712743088901589,-0.0057670539769556495,0.007844365806136091,28.39072629446685,16.700181793966756,53.680103802165284,1.741594925570689
1,1.0,0.011221666383470382,0.0021887008643967465,0.007981940982714625,0.0012482694742940855,-0.02294889495262667,0.027476926197352265,28.483699967574545,16.55024138927982,52.16126160859434,1.913534177973662
0,0.1,0.011347169001121916,0.00217257453121539,0.008110453312589208,0.001240884867273128,-0.047529225368293126,0.04419140831845505,28.68395892638798,16.420503202377045,51.39869210054563,1.9242271119474268
