config_id,p_units,p_dropout,p_learning_rate,p_batch_size,p_epochs,p_patience,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,RMSE_usd_mean,RMSE_usd_std,DirAcc_pct_mean,DirAcc_pct_std
1,32,0.4,0.001,64,40,6,0.031675247571818464,0.006965370729938355,0.021360547522516194,0.004183950866412578,-0.008968159020028121,0.004786534706039739,1432.612005602854,435.63222082746364,49.39862542955326,0.9832923661735037
0,32,0.2,0.001,64,40,6,0.03175180916684393,0.007035267099651134,0.021503938990487526,0.004248964560741854,-0.013075059905760356,0.009086018305875555,1437.27692552378,438.5444762218156,48.66838487972509,1.3978642693533498
