config_id,p_units,p_dropout,p_learning_rate,p_batch_size,p_epochs,p_patience,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,DirAcc_pct_mean,DirAcc_pct_std,RMSE_usd_mean,RMSE_usd_std
2,32,0.2,0.001,32,60,8,0.03120950430926503,0.01718201477048609,0.020994502811304487,0.00863581402809902,-0.22398263615506447,0.10347779320816558,56.03448275862068,3.9972493515067677,1.8349462425345568,1.999956395619554
3,32,0.4,0.001,32,60,8,0.03295020417477999,0.014756678231802477,0.022934002834741014,0.007094121867611026,-0.5023718113632316,0.280278375063126,51.077586206896555,4.775543061672486,1.8513200986345864,1.8472637189015695
1,16,0.4,0.001,32,60,8,0.03697902510503722,0.015416437349611968,0.027930480669933158,0.010229097552712976,-0.9695450674763846,0.6899213816590374,43.96551724137931,2.923418096174686,1.910478314898263,1.777762046278617
0,16,0.2,0.001,32,60,8,0.037527521556571915,0.020619720749028837,0.02835338664914988,0.014752207415355862,-0.8005537555560884,0.5698067825844191,45.043103448275865,2.4667075737628448,2.006783434572559,2.0777723490388156
