config_id,p_units,p_dropout,p_learning_rate,p_batch_size,p_epochs,p_patience,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,RMSE_usd_mean,RMSE_usd_std,DirAcc_pct_mean,DirAcc_pct_std
0,32,0.2,0.001,64,40,6,0.023920565223268277,0.006261783151811493,0.015940551596992297,0.00263322553313955,-0.002370170578581604,0.0042849358976824,1.005037471366061,0.8948174589872115,51.07531006265184,0.7833334418328308
1,32,0.4,0.001,64,40,6,0.023923014818525448,0.006236104007902008,0.015942899821217826,0.0026213812132498972,-0.003096502065684459,0.003649217566875557,1.0043983555328957,0.8929179813753733,51.07211354046797,4.112793737242996
