config_id,p_n_estimators,p_max_depth,p_min_samples_leaf,RMSE_ret_mean,RMSE_ret_std,MAE_ret_mean,MAE_ret_std,R2_ret_mean,R2_ret_std,RMSE_usd_mean,RMSE_usd_std,DirAcc_pct_mean,DirAcc_pct_std
1,300,3,30,0.011162993280666797,0.002196431634925101,0.007907371817036464,0.001244352934000904,-0.011670521251142651,0.017781099368725222,28.454497089356394,16.70666623028698,51.89409432741259,3.0752039386653482
0,300,3,10,0.011183881757808004,0.0021974764513597793,0.007911811159843525,0.001237794392847033,-0.015251226103688731,0.01763021338423431,28.46049272419348,16.559146347694877,53.35174269170652,3.3172019550627865
3,300,6,30,0.011187594222974185,0.0021790308634567733,0.00791760640502917,0.001228734183825086,-0.017025482055091273,0.02445608947217322,28.50028013002366,16.688435457678004,52.15080441459284,2.336588922592089
2,300,6,10,0.011204364244681884,0.002180321860851515,0.0079254541191895,0.0012203496676330202,-0.019773123684540067,0.024882340588123917,28.481248696949844,16.50312154045599,52.78323632867033,2.7798529952971824
